Time,Num Task Set,Num Tasks,Time running,Cpu utilization
774,200,15000,14495.8,0.00202607
775,200,15000,15813.6,0.00202607
776,200,15000,14461.5,0.00202607
777,200,15000,14416.7,0.00202607
778,200,15000,14460,0.00202607
779,200,15000,14683.1,0.00202607
780,200,15000,14660.1,0.00202607
781,200,15000,14699.8,0.00202607
782,200,15000,14653.9,0.00202607
783,200,15000,14642.4,0.00202607
784,200,15000,14457.4,0.00202607
785,200,15000,14604.6,0.00202607
786,200,15000,14528.7,0.00202607
787,200,15000,14521.4,0.00202607
788,200,15000,14495.7,0.00202607
789,200,15000,15726.4,0.00202607
790,200,15000,14492.1,0.00202607
791,200,15000,14447.5,0.00202607
792,200,15000,14514.8,0.00202607
793,200,15000,14487.8,0.00202607
794,200,15000,14440.3,0.00202607
795,200,15000,14456.1,0.00202607
796,200,15000,14419.7,0.00202607
797,200,15000,14461.3,0.00202607
798,200,15000,14466.1,0.00202607
799,200,15000,14445.5,0.00202607
800,200,15000,14557.2,0.00202607
801,200,15000,14715.5,0.00202607
802,200,15000,14734.6,0.00202607
803,200,15000,15085.4,0.00202607
804,200,15000,14677,0.00202607
805,200,15000,14737.6,0.00202607
806,200,15000,14805.1,0.00202607
807,200,15000,14586.3,0.00202607
808,200,15000,14446.7,0.00202607
809,200,15000,14447.5,0.00202607
810,200,15000,15055.6,0.00202607
811,200,15000,15009.9,0.00202607
812,200,15000,14814.4,0.00202607
813,200,15000,14863.1,0.00202607
814,200,15000,15126.7,0.00202607
815,200,15000,15281.4,0.00202607
816,200,15000,15259.4,0.00202607
817,200,15000,15149.1,0.00202607
818,200,15000,14861.4,0.00202607
819,200,15000,14838.3,0.00202607
820,200,15000,14891.2,0.00202607
821,200,15000,14831.1,0.00202607
822,200,15000,14897.7,0.00202607
823,200,15000,15960.7,0.00202607
824,200,15000,14848.5,0.00202607
825,200,15000,14822.2,0.00202607
826,200,15000,14834.2,0.00202607
827,200,15000,14837.6,0.00202607
828,200,15000,14969.1,0.00202607
829,200,15000,15179.4,0.00202607
830,200,15000,15267.9,0.00202607
831,200,15000,15220.8,0.00202607
832,200,15000,14858,0.00202607
833,200,15000,14866.1,0.00202607
834,200,15000,14842.9,0.00202607
835,200,15000,14839.3,0.00202607
836,200,15000,14878.8,0.00202607
837,200,15000,15812,0.00202607
838,200,15000,14834.4,0.00202607
839,200,15000,14850.2,0.00202607
840,200,15000,14862.5,0.00202607
841,200,15000,14815,0.00202607
842,200,15000,14880.3,0.00202607
843,200,15000,14876.1,0.00202607
844,200,15000,14830.4,0.00202607
845,200,15000,15170.5,0.00202607
846,200,15000,15230.1,0.00202607
847,200,15000,15217.9,0.00202607
848,200,15000,14975.9,0.00202607
849,200,15000,14819.6,0.00202607
850,200,15000,14834,0.00202607
851,200,15000,15887.3,0.00202607
852,200,15000,14851.4,0.00202607
853,200,15000,14788.8,0.00202607
854,200,15000,14837.3,0.00202607
855,200,15000,14858.2,0.00202607
856,200,15000,14848.9,0.00202607
857,200,15000,14855.6,0.00202607
858,200,15000,14824.9,0.00202607
859,200,15000,14792.8,0.00202607
860,200,15000,14858.8,0.00202607
861,200,15000,15152.1,0.00202607
862,200,15000,15259.3,0.00202607
863,200,15000,15199.6,0.00202607
864,200,15000,14965.6,0.00202607
865,200,15000,15851,0.00202607
866,200,15000,14843.8,0.00202607
867,200,15000,14788.2,0.00202607
868,200,15000,14842.6,0.00202607
869,200,15000,14832.3,0.00202607
870,200,15000,14845.8,0.00202607
871,200,15000,14832.5,0.00202607
872,200,15000,14808,0.00202607
873,200,15000,14836.1,0.00202607
874,200,15000,14819.8,0.00202607
875,200,15000,14776.8,0.00202607
876,200,15000,14930.2,0.00202607
877,200,15000,15191.1,0.00202607
878,200,15000,15235.5,0.00202607
879,200,15000,15327.9,0.00202607
880,200,15000,15231.2,0.00202607
881,200,15000,15213.7,0.00202607
882,200,15000,14958.6,0.00202607
883,200,15000,14818.9,0.00202607
884,200,15000,14873.5,0.00202607
885,200,15000,14818.4,0.00202607
886,200,15000,14855,0.00202607
887,200,15000,14831.8,0.00202607
888,200,15000,14866.5,0.00202607
889,200,15000,14856,0.00202607
890,200,15000,14864.3,0.00202607
891,200,15000,14831.9,0.00202607
892,200,15000,14804.3,0.00202607
893,200,15000,15978.5,0.00202607
894,200,15000,15185,0.00202607
895,200,15000,15176.8,0.00202607
896,200,15000,15245.1,0.00202607
897,200,15000,14860.8,0.00202607
898,200,15000,14833.4,0.00202607
899,200,15000,14842.3,0.00202607
900,200,15000,14834.3,0.00202607
901,200,15000,14836.2,0.00202607
902,200,15000,14812.7,0.00202607
903,200,15000,14857.4,0.00202607
904,200,15000,14905,0.00202607
905,200,15000,14855.6,0.00202607
906,200,15000,14841.5,0.00202607
907,200,15000,15089.3,0.00202607
908,200,15000,15529.9,0.00202607
909,200,15000,14831.8,0.00202607
910,200,15000,15211.9,0.00202607
911,200,15000,15239.5,0.00202607
912,200,15000,15244.3,0.00202607
913,200,15000,14934.1,0.00202607
914,200,15000,14842,0.00202607
915,200,15000,14878,0.00202607
916,200,15000,14840.8,0.00202607
917,200,15000,14840.2,0.00202607
918,200,15000,14840.6,0.00202607
919,200,15000,14833.3,0.00202607
920,200,15000,14849.6,0.00202607
921,200,15000,14811.9,0.00202607
922,200,15000,15859.4,0.00202607
923,200,15000,14819.8,0.00202607
924,200,15000,14830.1,0.00202607
925,200,15000,14856,0.00202607
926,200,15000,14892.7,0.00202607
927,200,15000,15193.3,0.00202607
928,200,15000,15214.1,0.00202607
929,200,15000,15191.5,0.00202607
930,200,15000,14805.1,0.00202607
931,200,15000,14838.8,0.00202607
932,200,15000,14837,0.00202607
933,200,15000,14838.3,0.00202607
934,200,15000,14825.4,0.00202607
935,200,15000,14825.8,0.00202607
936,200,15000,15782.7,0.00202607
937,200,15000,14854.2,0.00202607
938,200,15000,14805.1,0.00202607
939,200,15000,14798,0.00202607
940,200,15000,14801.4,0.00202607
941,200,15000,14807,0.00202607
942,200,15000,14758.6,0.00202607
943,200,15000,15040.8,0.00202607
944,200,15000,15213.7,0.00202607
945,200,15000,15251.4,0.00202607
946,200,15000,15023.8,0.00202607
947,200,15000,14841.5,0.00202607
948,200,15000,14793.7,0.00202607
949,200,15000,14855,0.00202607
950,200,15000,15895.4,0.00202607
951,200,15000,14833.1,0.00202607
952,200,15000,14816.4,0.00202607
953,200,15000,14868.3,0.00202607
954,200,15000,14797.4,0.00202607
955,200,15000,14842.7,0.00202607
956,200,15000,14772.2,0.00202607
957,200,15000,14843.8,0.00202607
958,200,15000,14779.8,0.00202607
